序号,代码,名称,最新价(元) 2026.06.09,涨跌幅(%) 2026.06.09,市盈率(TTM)(倍) 2026.06.09,证券类型,涨跌额(元) 2026.06.09,最高价(元) 2026.06.09,最低价(元) 2026.06.09,换手率(%) 2026.06.09,量比 2026.06.09,成交量(股) 2026.06.09,成交额(元) 2026.06.09,市盈率(动)(倍) 2026.06.09,市净率(倍) 2026.06.09,总市值(元) 2026.06.09,流通市值(元) 2026.06.09
1255,600271,航天信息,7.15,0.56,-19.11,A股,0.040,7.20,7.09,0.60,0.81,1109.38万,7919.25万,-12.62,1.0204,132.48亿,132.48亿
1256,002421,达实智能,5.70,-0.52,-19.25,A股,-0.030,6.16,5.49,48.33,1.56,9.68亿,56.07亿,-186.28,4.4511,120.87亿,114.19亿
1257,688426,康为世纪,17.19,0.88,-19.33,A股,0.150,17.60,16.81,1.23,1.15,138.57万,2384.14万,-31.49,1.4450,19.34亿,19.29亿
1258,603602,纵横通信,13.54,4.15,-19.37,A股,0.540,13.89,12.83,3.44,1.41,795.04万,1.07亿,157.49,3.5108,31.29亿,31.29亿
1259,688567,孚能科技,11.66,1.83,-19.42,A股,0.210,11.78,11.24,1.10,0.79,1342.33万,1.55亿,-25.40,1.5609,142.50亿,142.50亿
1260,688030,山石网科,16.56,2.16,-19.43,A股,0.350,17.07,16.02,1.77,0.65,319.18万,5302.79万,-21.64,4.3862,29.85亿,29.85亿
1261,603669,灵康药业,4.69,4.69,-19.46,A股,0.210,4.75,4.34,9.30,3.92,6624.01万,3.03亿,282.56,5.9365,33.41亿,33.41亿
1262,601718,ST际华,1.89,-2.58,-19.48,A股,-0.050,1.96,1.87,0.93,1.17,4073.98万,7755.62万,-16.96,0.6813,82.42亿,82.42亿
1263,300958,建工修复,12.15,0.58,-19.50,A股,0.070,12.28,11.97,2.58,0.81,234.78万,2845.13万,-22.64,1.5752,19.04亿,11.06亿
1264,001278,一彬科技,17.30,0.41,-19.54,A股,0.070,17.55,17.07,3.81,0.55,324.68万,5611.88万,-12.55,1.8122,21.41亿,14.76亿
1265,301260,格力博,16.07,0.82,-19.55,A股,0.130,16.25,15.75,1.93,0.81,396.76万,6333.81万,14.32,1.8003,77.68亿,33.00亿
1266,600718,东软集团,8.07,0.12,-19.56,A股,0.010,8.12,7.95,0.74,0.86,888.46万,7148.85万,-16.36,1.0913,96.55亿,96.55亿
1267,301378,通达海,27.74,0.22,-19.62,A股,0.060,28.17,27.16,4.02,0.89,184.77万,5114.80万,-16.32,2.2553,26.80亿,12.74亿
1268,002571,德力股份,12.58,-1.10,-19.73,A股,-0.140,12.97,12.32,4.21,0.81,1255.13万,1.57亿,-68.23,6.1967,49.31亿,37.53亿
1269,300203,聚光科技,12.53,1.95,-19.74,A股,0.240,12.62,12.20,1.93,0.66,865.71万,1.08亿,-19.34,2.1680,56.23亿,56.18亿
1270,920873,中设咨询,7.91,-3.42,-19.86,A股,-0.280,8.25,7.82,3.64,1.15,436.44万,3480.10万,-30.80,4.8876,12.13亿,9.48亿
1271,920932,科达自控,16.95,-2.31,-19.97,A股,-0.400,17.50,16.75,6.17,0.68,535.58万,9115.22万,-81.81,2.9621,17.86亿,14.71亿
1272,603033,三维股份,10.10,2.02,-20.02,A股,0.200,10.16,9.75,0.91,1.14,916.70万,9142.25万,-22.24,4.1229,104.15亿,102.27亿
1273,688520,神州细胞,34.32,0.15,-20.07,A股,0.050,34.90,33.90,0.30,0.57,133.12万,4566.73万,-22.97,227.9168,161.42亿,152.84亿
1274,600844,金煤科技,2.87,-1.37,-20.24,A股,-0.040,2.94,2.82,2.51,0.77,2064.65万,5930.28万,-64.35,55.6786,29.17亿,23.61亿
1275,300647,超频三,6.36,3.58,-20.36,A股,0.220,6.37,6.13,4.06,0.76,1854.33万,1.16亿,83.43,6.7830,29.09亿,29.04亿
1276,688560,明冠新材,13.65,2.79,-20.43,A股,0.370,13.69,13.05,2.06,1.00,414.89万,5562.95万,-42.69,1.0709,27.48亿,27.48亿
1277,688007,光峰科技,12.95,-2.48,-20.56,A股,-0.330,13.48,12.76,2.25,1.39,1035.91万,1.34亿,-39.92,2.4692,59.52亿,59.52亿
1278,300227,光韵达,10.50,3.65,-20.61,A股,0.370,10.58,10.00,4.65,0.76,2013.19万,2.09亿,-54.56,3.9189,62.58亿,45.47亿
1279,300075,数字政通,12.46,2.21,-20.63,A股,0.270,12.55,12.07,1.84,1.16,950.44万,1.18亿,181.66,2.4418,77.39亿,64.22亿
1280,600545,卓郎智能,6.35,1.60,-20.71,A股,0.100,6.84,6.23,8.99,0.99,1.61亿,10.33亿,-94.32,4.3311,113.53亿,113.53亿
1281,603488,展鹏科技,12.21,-3.10,-20.74,A股,-0.390,12.87,11.64,7.75,1.38,2261.69万,2.72亿,-47.77,4.6029,35.65亿,35.65亿
1282,688671,碧兴物联,24.45,0.70,-20.79,A股,0.170,24.90,23.97,3.47,0.59,162.74万,3968.04万,-27.99,1.9200,19.20亿,11.45亿
1283,002596,海南瑞泽,3.65,0.55,-20.83,A股,0.020,3.70,3.57,1.72,0.69,1967.07万,7163.62万,-324.67,7.8808,41.89亿,41.85亿
1284,002408,齐翔腾达,4.94,-0.80,-20.91,A股,-0.040,5.04,4.85,0.82,0.87,2246.30万,1.10亿,-38.32,1.2814,140.44亿,135.90亿
1285,002898,*ST赛隆,-,-,-20.91,A股,-,-,-,-,-,-,-,-40.61,3.9323,14.61亿,8.40亿
1286,603712,七一二,13.66,0.44,-20.95,A股,0.060,13.75,13.44,0.95,0.80,732.12万,9952.08万,-40.43,2.7572,105.46亿,105.46亿
1287,600735,ST新华锦,6.37,-1.24,-21.00,A股,-0.080,6.47,6.28,1.47,0.62,625.24万,3979.68万,182.47,2.5604,27.31亿,27.10亿
1288,300500,启迪设计,10.45,-0.38,-21.03,A股,-0.040,10.85,10.29,2.05,0.87,343.99万,3598.44万,20.13,1.8250,18.18亿,17.51亿
1289,300928,华安鑫创,30.89,-2.00,-21.06,A股,-0.630,32.59,30.58,3.32,1.06,178.02万,5579.03万,-34.58,2.4410,24.71亿,16.55亿
1290,600243,*ST海华,4.23,1.20,-21.06,A股,0.050,4.28,4.08,2.14,0.64,939.73万,3907.98万,-64.05,3.3657,18.56亿,18.56亿
1291,600172,黄河旋风,12.85,2.31,-21.08,A股,0.290,12.94,12.29,12.42,0.61,1.59亿,20.04亿,-48.00,39.9717,185.32亿,164.00亿
1292,300878,维康药业,31.57,15.81,-21.19,A股,4.310,31.58,27.19,4.21,2.21,606.19万,1.84亿,655.55,5.0111,45.71亿,45.50亿
1293,300635,中达安,13.72,2.77,-21.27,A股,0.370,13.91,13.19,3.99,0.98,480.14万,6573.79万,322.06,6.2467,19.21亿,16.52亿
1294,000608,阳光股份,6.40,9.97,-21.29,A股,0.580,6.40,5.67,12.64,1.41,9420.32万,5.68亿,-51.12,2.3372,47.99亿,47.71亿
1295,002678,珠江钢琴,5.78,-5.56,-21.35,A股,-0.340,6.20,5.64,1.73,1.21,2348.72万,1.37亿,-43.19,2.5786,78.51亿,78.47亿
1296,000553,安道麦A,5.77,0.87,-21.42,A股,0.050,5.80,5.61,0.29,0.72,633.92万,3620.75万,5.90,0.7504,134.43亿,125.62亿
1297,002362,汉王科技,19.68,10.01,-21.44,A股,1.790,19.68,18.17,11.24,4.76,2332.61万,4.49亿,-28.46,5.3010,48.11亿,40.85亿
1298,688512,慧智微-U,13.79,11.39,-21.53,A股,1.410,13.90,12.44,8.10,1.49,2629.40万,3.48亿,-24.22,4.0505,64.38亿,44.76亿
1299,300271,华宇软件,5.49,1.29,-21.64,A股,0.070,5.55,5.36,1.04,0.83,825.65万,4518.59万,-19.81,1.2618,44.57亿,43.61亿
1300,000663,永安林业,5.70,-0.18,-21.66,A股,-0.010,5.83,5.58,2.07,0.91,634.78万,3629.61万,-38.58,2.1081,19.19亿,17.46亿
1301,300713,英可瑞,14.25,-0.14,-21.66,A股,-0.020,14.58,14.06,4.62,0.97,398.86万,5698.31万,-29.41,5.1005,22.62亿,12.31亿
1302,300177,中海达,6.92,0.87,-21.69,A股,0.060,6.97,6.83,1.32,0.80,798.67万,5505.01万,-44.14,4.0796,51.50亿,41.96亿
1303,002640,跨境通,3.58,1.42,-21.76,A股,0.050,3.61,3.40,5.04,0.91,7796.26万,2.75亿,8.87,8.6614,55.78亿,55.43亿
1304,301062,上海艾录,6.30,-1.25,-21.76,A股,-0.080,6.49,6.24,2.00,0.94,625.48万,3954.01万,-345.06,2.0140,27.30亿,19.73亿
1305,300887,谱尼测试,8.17,0.49,-21.80,A股,0.040,8.26,8.06,1.74,0.66,631.42万,5138.30万,-16.04,1.6204,44.59亿,29.59亿
1306,300591,万里马,7.29,-1.88,-21.83,A股,-0.140,7.52,7.20,3.03,0.85,1063.57万,7763.38万,262.45,17.2979,29.57亿,25.55亿
1307,300385,ST雪浪,14.60,1.32,-21.88,A股,0.190,14.68,14.14,2.04,0.72,592.83万,8550.97万,-32.87,-851.7505,48.64亿,42.44亿
1308,002869,金溢科技,18.30,0.66,-21.90,A股,0.120,18.50,17.87,1.58,0.54,248.64万,4524.72万,-32.10,1.6059,32.38亿,28.83亿
1309,600540,新赛股份,4.48,-0.88,-21.94,A股,-0.040,4.59,4.32,5.64,0.83,3280.86万,1.46亿,15.57,6.7685,26.05亿,26.05亿
1310,002208,合肥城建,15.22,-0.20,-22.04,A股,-0.030,15.71,15.07,4.34,0.58,3489.20万,5.33亿,-122.78,2.0643,122.26亿,122.23亿
1311,300523,辰安科技,20.55,-1.11,-22.04,A股,-0.230,21.34,20.42,1.66,1.02,386.92万,8024.03万,-40.22,4.9393,47.81亿,47.81亿
1312,603007,顺景科技,5.59,-1.06,-22.11,A股,-0.060,5.78,5.52,4.93,0.56,3426.84万,1.92亿,-203.16,21.0977,49.45亿,38.86亿
1313,688296,和达科技,13.96,-0.07,-22.12,A股,-0.010,14.58,13.81,2.20,0.94,236.55万,3323.27万,-29.71,2.6396,15.06亿,14.99亿
1314,600617,国新能源,3.17,-2.16,-22.21,A股,-0.070,3.24,3.05,2.28,0.67,4045.10万,1.27亿,12.16,1.9118,61.16亿,56.28亿
1315,688509,正元地信,5.08,5.39,-22.23,A股,0.260,5.20,4.85,7.49,1.83,2882.83万,1.45亿,-30.07,3.5480,39.12亿,19.55亿
1316,300554,三超新材,30.50,6.09,-22.24,A股,1.750,31.29,28.50,16.77,1.44,1326.05万,3.97亿,-227.83,7.0352,34.83亿,24.12亿
1317,688276,百克生物,14.39,-1.77,-22.28,A股,-0.260,14.80,14.32,0.58,1.05,238.28万,3452.19万,-428.35,1.5480,59.53亿,59.53亿
1318,301302,华如科技,30.49,1.23,-22.33,A股,0.370,31.55,29.66,19.45,3.21,2703.53万,8.23亿,-71.74,3.2392,47.52亿,42.38亿
1319,000679,大连友谊,6.10,-0.97,-22.44,A股,-0.060,6.26,6.03,1.36,0.80,483.55万,2967.73万,-43.28,15.0325,21.74亿,21.74亿
1320,600302,ST标准,10.37,4.96,-22.45,A股,0.490,10.37,10.37,0.29,0.13,99.16万,1028.29万,-43.50,7.4040,35.88亿,35.88亿
1321,920266,生物谷,7.18,-1.51,-22.54,A股,-0.110,7.38,7.11,0.53,0.81,63.33万,457.03万,-47.41,1.0162,8.90亿,8.51亿
1322,600173,卧龙新能,6.78,0.15,-22.61,A股,0.010,6.88,6.64,1.18,0.65,826.50万,5541.72万,99.59,1.3282,47.49亿,47.49亿
1323,688217,睿昂基因,23.78,0.51,-22.62,A股,0.120,24.46,23.24,1.48,0.89,82.89万,1965.11万,-66.64,1.5815,13.28亿,13.28亿
1324,600604,市北高新,4.26,2.90,-22.64,A股,0.120,4.37,4.22,1.04,1.13,1460.37万,6246.97万,-26.10,1.3272,79.80亿,59.96亿
1325,300608,思特奇,11.82,-0.92,-22.65,A股,-0.110,12.42,11.53,9.01,1.00,2692.69万,3.17亿,-14.95,2.8776,40.50亿,35.34亿
1326,000731,四川美丰,5.85,-2.34,-22.67,A股,-0.140,6.01,5.81,1.35,1.16,743.30万,4372.54万,-25.09,0.8409,32.11亿,32.11亿
1327,603559,ST通脉,8.40,-1.41,-22.68,A股,-0.120,8.53,8.23,1.11,0.68,444.55万,3728.04万,125.04,4.3058,33.71亿,33.71亿
1328,300261,雅本化学,4.81,0.84,-22.68,A股,0.040,4.83,4.70,0.78,0.62,734.66万,3513.16万,-20.12,2.5441,46.34亿,45.35亿
1329,300603,立昂技术,8.75,2.82,-22.68,A股,0.240,8.90,8.54,3.72,0.80,1391.90万,1.22亿,-33.10,3.2244,40.67亿,32.72亿
1330,300076,*ST宁视,4.33,-3.56,-22.81,A股,-0.160,4.55,4.27,2.01,0.99,853.10万,3728.87万,-51.69,2.1871,18.36亿,18.36亿
1331,603880,南卫股份,7.86,0.13,-22.98,A股,0.010,8.06,7.73,1.86,0.86,537.41万,4225.35万,-111.58,13.2009,22.72亿,22.72亿
1332,301307,美利信,61.34,5.70,-23.06,A股,3.310,61.45,57.40,9.14,1.22,994.02万,5.95亿,-60.33,5.2906,129.18亿,66.73亿
1333,603679,华体科技,17.86,6.82,-23.07,A股,1.140,17.93,16.77,7.99,2.33,1419.63万,2.49亿,-56.23,3.6043,31.73亿,31.73亿
1334,600892,*ST大晟,3.64,0.83,-23.12,A股,0.030,3.66,3.56,0.76,0.59,422.96万,1534.56万,-29.85,232.1991,20.36亿,20.36亿
1335,600963,岳阳林纸,3.57,-1.38,-23.16,A股,-0.050,3.64,3.52,1.37,0.94,2405.11万,8585.73万,121.43,0.8251,62.75亿,62.75亿
1336,688058,宝兰德,24.17,0.88,-23.18,A股,0.210,24.42,23.61,1.45,0.89,109.81万,2640.74万,-13.28,2.9745,18.33亿,18.33亿
1337,000561,烽火电子,7.92,1.02,-23.26,A股,0.080,7.98,7.76,1.20,0.76,928.60万,7319.95万,-32.15,2.3549,68.43亿,61.48亿
1338,605177,东亚药业,22.48,9.98,-23.30,A股,2.040,22.48,20.35,5.36,0.88,609.74万,1.32亿,-18.32,1.5522,25.79亿,25.55亿
1339,603778,国晟科技,19.99,5.49,-23.31,A股,1.040,20.30,19.01,14.25,1.74,9160.22万,18.10亿,-94.69,46.7401,131.94亿,128.51亿
1340,300374,中铁装配,11.71,-0.68,-23.45,A股,-0.080,11.95,11.60,1.16,0.73,284.35万,3338.04万,-21.56,4.0548,28.80亿,28.79亿
1341,002910,庄园牧场,9.60,4.46,-23.48,A股,0.410,9.63,9.16,4.43,1.48,757.23万,7128.26万,-14.89,1.8944,18.77亿,16.42亿
1342,603955,大千生态,23.85,-0.50,-23.51,A股,-0.120,24.60,23.51,1.30,0.59,175.93万,4202.38万,-64.06,2.2653,32.37亿,32.37亿
1343,601996,丰林集团,2.55,-1.54,-23.57,A股,-0.040,2.63,2.49,2.42,0.77,2711.70万,6864.66万,-25.86,1.1653,28.58亿,28.58亿
1344,002467,二六三,5.36,2.49,-23.57,A股,0.130,5.38,5.19,2.65,0.84,3618.34万,1.92亿,-151.19,4.7157,73.72亿,73.26亿
1345,688669,聚石化学,43.40,0.05,-23.61,A股,0.020,44.51,42.02,2.52,0.68,306.19万,1.32亿,-22.03,4.8465,52.66亿,52.66亿
1346,002480,新筑股份,5.82,-1.36,-23.77,A股,-0.080,5.95,5.78,1.59,0.56,1223.55万,7115.29万,-29.50,5.5496,44.77亿,44.68亿
1347,300317,珈伟新能,5.26,2.94,-23.77,A股,0.150,5.29,4.93,7.37,0.57,6112.92万,3.14亿,424.24,3.0738,43.67亿,43.60亿
1348,600281,华阳新材,4.85,1.04,-23.78,A股,0.050,4.92,4.76,1.77,0.85,912.33万,4408.09万,6908.77,44.3441,24.95亿,24.95亿
1349,002123,梦网科技,7.81,0.64,-23.79,A股,0.050,7.92,7.65,1.90,0.88,1371.12万,1.07亿,-35.75,4.1338,62.90亿,56.27亿
1350,002189,中光学,20.07,2.14,-23.84,A股,0.420,20.09,19.51,0.98,0.70,255.71万,5077.90万,-20.92,12.5468,52.42亿,52.41亿
1351,300419,ST浩丰,7.06,3.22,-23.88,A股,0.220,7.10,6.87,1.53,0.52,561.38万,3915.79万,-71.75,7.7934,25.96亿,25.96亿
1352,002623,亚玛顿,18.19,0.06,-23.90,A股,0.010,18.55,17.87,2.59,0.85,515.15万,9339.74万,-23.36,1.3615,36.21亿,36.13亿
1353,605296,神农集团,24.53,-0.28,-23.93,A股,-0.070,24.80,24.19,0.29,0.70,150.76万,3689.07万,-4.96,3.0080,128.72亿,127.06亿
1354,603682,锦和商管,8.30,-1.19,-23.97,A股,-0.100,8.54,8.08,2.14,0.82,1012.32万,8369.85万,107.59,6.0309,39.22亿,39.22亿
1355,000721,西安饮食,6.11,-1.93,-23.97,A股,-0.120,6.26,6.06,1.57,0.88,802.24万,4926.90万,-29.96,27.6410,35.07亿,31.31亿
1356,688078,龙软科技,23.18,1.27,-23.98,A股,0.290,23.49,22.55,1.43,1.11,104.02万,2383.09万,-53.25,2.5282,16.90亿,16.90亿
1357,000860,顺鑫农业,10.37,-2.08,-24.11,A股,-0.220,10.60,10.34,0.90,0.75,664.24万,6911.65万,16.62,1.1203,76.92亿,76.92亿
1358,603001,奥康国际,10.33,1.18,-24.14,A股,0.120,10.67,10.23,2.73,0.51,1095.60万,1.14亿,40.79,1.7480,41.42亿,41.42亿
1359,002205,国统股份,12.25,0.57,-24.49,A股,0.070,12.54,12.03,1.37,0.81,254.07万,3129.45万,-16.65,8.8732,22.77亿,22.77亿
1360,002963,豪尔赛,17.93,1.07,-24.56,A股,0.190,18.45,17.21,10.40,4.26,1279.66万,2.28亿,-143.55,2.2734,26.96亿,22.05亿
1361,603178,圣龙股份,16.82,-0.41,-24.61,A股,-0.070,17.05,16.67,2.20,0.65,521.11万,8774.23万,52.66,3.4739,39.76亿,39.76亿
1362,301116,益客食品,9.73,1.14,-24.65,A股,0.110,9.84,9.45,1.47,1.24,658.45万,6347.89万,34.84,2.7889,43.69亿,43.69亿
1363,002157,正邦科技,3.04,1.00,-24.85,A股,0.030,3.06,2.97,1.52,0.83,1.19亿,3.59亿,-16.97,2.6920,281.20亿,236.74亿
1364,600773,西藏城投,14.94,5.36,-24.88,A股,0.760,14.94,14.03,3.34,0.94,3176.46万,4.59亿,-67.01,3.3536,142.17亿,142.17亿
1365,300676,华大基因,34.12,1.55,-24.89,A股,0.520,34.27,33.23,1.12,0.86,467.16万,1.58亿,-374.80,1.6937,142.73亿,141.95亿
1366,688658,悦康药业,13.62,0.15,-24.89,A股,0.020,14.08,13.40,2.73,0.62,1227.82万,1.67亿,-46.28,1.8674,61.29亿,61.29亿
1367,000881,中广核技,7.44,0.95,-25.04,A股,0.070,7.66,7.30,2.66,0.64,2406.25万,1.80亿,-29.86,1.4134,70.34亿,67.24亿
1368,002238,天威视讯,6.22,0.48,-25.05,A股,0.030,6.35,6.13,0.58,0.76,464.48万,2899.35万,-57.94,2.5591,49.92亿,49.92亿
1369,300530,领湃科技,18.53,0.16,-25.07,A股,0.030,18.98,18.20,1.51,0.92,258.89万,4803.55万,-24.98,43.8234,31.86亿,31.86亿
1370,000707,双环科技,4.73,0.42,-25.08,A股,0.020,4.80,4.68,1.19,0.75,653.38万,3099.10万,-30.18,1.0002,27.66亿,26.05亿
1371,688559,海目星,67.47,0.46,-25.12,A股,0.310,68.50,65.10,7.08,1.05,1755.13万,11.74亿,165.77,6.9026,167.16亿,167.16亿
1372,002620,*ST瑞和,6.07,-3.34,-25.14,A股,-0.210,6.47,6.02,5.77,0.75,1824.66万,1.14亿,-26.13,-31.0925,22.91亿,19.19亿
1373,000547,航天发展,19.49,-2.89,-25.17,A股,-0.580,20.19,19.08,6.54,0.97,1.04亿,20.14亿,-70.71,8.2584,311.54亿,309.72亿
1374,688165,埃夫特-U,21.21,0.66,-25.18,A股,0.140,21.77,20.43,4.13,1.11,2154.25万,4.52亿,-282.72,9.1561,110.67亿,110.67亿
1375,002086,东方海洋,1.84,-1.08,-25.41,A股,-0.020,1.87,1.81,1.91,0.61,3022.45万,5555.19万,-79.97,2.8424,36.04亿,29.10亿
1376,688302,海创药业-U,34.72,-0.46,-25.46,A股,-0.160,35.55,34.40,1.10,0.90,108.69万,3786.71万,-28.76,3.3256,34.38亿,34.38亿
1377,300911,亿田智能,22.92,-0.22,-25.52,A股,-0.050,23.30,22.52,3.54,0.70,606.36万,1.38亿,-29.67,3.8769,42.02亿,39.27亿
1378,000514,渝 开 发,4.26,-2.07,-25.55,A股,-0.090,4.52,4.20,1.59,1.18,1337.52万,5707.20万,27.83,0.9794,35.94亿,35.94亿
1379,600199,金种子酒,6.88,-2.69,-25.88,A股,-0.190,7.08,6.79,1.89,0.61,1246.06万,8585.08万,-74.23,2.3266,45.26亿,45.26亿
1380,688788,科思科技,50.40,19.15,-25.89,A股,8.100,50.68,42.31,2.60,2.37,407.69万,1.89亿,-27.23,4.4966,79.06亿,79.06亿
1381,300597,吉大通信,8.22,1.23,-25.90,A股,0.100,8.32,8.08,2.03,0.87,551.39万,4519.43万,-106.56,2.3919,22.41亿,22.31亿
1382,002691,*ST冀凯,4.91,-2.77,-25.94,A股,-0.140,5.10,4.87,1.52,0.68,511.87万,2537.23万,-16.13,2.0503,16.69亿,16.50亿
1383,688348,昱能科技,37.43,1.52,-26.01,A股,0.560,37.70,36.45,1.09,0.72,170.39万,6333.20万,-23.73,1.7509,58.49亿,58.49亿
1384,300555,ST路通,12.43,0.81,-26.04,A股,0.100,12.55,12.20,0.55,0.78,109.25万,1345.65万,-86.82,6.0340,24.86亿,24.61亿
1385,688192,迪哲医药-U,37.73,-0.08,-26.31,A股,-0.030,38.93,36.25,1.54,1.03,710.74万,2.66亿,-45.92,14.1583,175.51亿,174.02亿
1386,600336,澳柯玛,7.17,0.28,-26.32,A股,0.020,7.31,7.11,1.33,0.80,1062.21万,7635.38万,38.17,2.5279,57.22亿,57.22亿
1387,300675,建科院,13.70,-0.36,-26.36,A股,-0.050,13.92,13.45,1.63,0.70,239.59万,3280.36万,-25.62,4.0844,20.09亿,20.09亿
1388,605303,园林股份,27.12,-0.73,-26.39,A股,-0.200,28.30,26.53,3.63,0.63,584.72万,1.59亿,-94.39,5.1677,43.73亿,43.73亿
1389,300528,幸福蓝海,15.54,0.00,-26.40,A股,0.000,15.84,15.17,2.75,0.73,1025.60万,1.60亿,-345.86,15.0876,57.90亿,57.90亿
1390,000619,海螺新材,5.23,-0.95,-26.50,A股,-0.050,5.38,5.18,1.55,0.72,557.31万,2924.14万,-22.14,0.9293,23.07亿,18.83亿
1391,603776,永安行,19.71,2.60,-26.60,A股,0.500,20.30,19.06,1.51,0.61,424.87万,8360.30万,-271.02,1.6165,55.34亿,55.34亿
1392,300612,宣亚国际,12.83,1.02,-26.63,A股,0.130,13.00,12.45,3.99,0.72,726.79万,9273.75万,-29.78,5.4810,23.48亿,23.35亿
1393,600818,ST中路,5.99,-0.33,-26.64,A股,-0.020,6.21,5.95,3.63,0.96,862.69万,5215.53万,-26.46,3.8548,19.25亿,14.25亿
1394,600588,用友网络,10.80,2.08,-26.82,A股,0.220,11.16,10.33,1.78,0.96,6092.05万,6.52亿,-12.77,5.3519,369.04亿,369.04亿
1395,002274,华昌化工,5.20,-3.70,-26.85,A股,-0.200,5.46,5.15,2.17,1.44,2036.06万,1.07亿,25.57,0.9556,49.52亿,48.77亿
1396,300793,佳禾智能,12.73,0.87,-27.04,A股,0.110,12.78,12.49,1.25,0.65,466.14万,5898.08万,-139.72,1.7342,48.44亿,47.37亿
1397,301037,保立佳,13.89,-0.36,-27.17,A股,-0.050,14.44,13.73,4.08,0.92,277.28万,3881.94万,-18.57,3.5402,19.31亿,9.44亿
1398,600082,ST海泰,3.07,-2.23,-27.25,A股,-0.070,3.21,3.06,1.31,0.64,830.19万,2572.83万,-36.65,1.1740,19.84亿,19.47亿
1399,600006,东风股份,5.82,-1.19,-27.37,A股,-0.070,5.91,5.77,0.55,0.73,1092.34万,6350.44万,14.16,1.4563,116.40亿,116.40亿
1400,600579,中化装备,7.17,9.97,-27.40,A股,0.650,7.17,6.52,3.01,3.13,1485.02万,1.05亿,-25.09,2.3316,35.39亿,35.39亿
1401,300055,万邦达,7.82,1.03,-27.42,A股,0.080,7.95,7.60,3.45,0.96,2184.32万,1.69亿,45.46,1.3334,65.43亿,49.49亿
1402,600463,空港股份,9.09,-1.41,-27.48,A股,-0.130,9.32,8.91,1.13,0.52,337.51万,3063.15万,105.32,3.0722,27.27亿,27.27亿
1403,300128,锦富技术,7.04,1.15,-27.49,A股,0.080,7.14,6.87,2.81,0.63,3643.72万,2.55亿,-41.80,21.6846,91.46亿,91.34亿
1404,300364,中文在线,23.74,3.13,-27.50,A股,0.720,23.96,22.80,5.41,0.87,3572.46万,8.40亿,-94.34,68.5079,172.95亿,156.79亿
1405,002229,鸿博股份,14.59,-1.02,-27.62,A股,-0.150,14.80,14.35,7.60,0.79,3745.71万,5.46亿,-57.10,6.7615,72.39亿,71.95亿
1406,300686,智动力,17.31,2.12,-27.84,A股,0.360,17.78,16.85,6.36,0.60,1645.97万,2.85亿,-21.89,5.9683,45.11亿,44.82亿
1407,002813,路畅科技,21.58,0.47,-28.07,A股,0.100,21.95,21.30,1.25,0.95,149.86万,3234.60万,-35.04,12.5422,25.90亿,25.86亿
1408,300875,捷强装备,32.30,0.03,-28.08,A股,0.010,32.60,31.50,2.63,0.99,230.52万,7419.97万,-106.80,3.7958,32.25亿,28.36亿
1409,603313,梦百合,5.25,-0.19,-28.09,A股,-0.010,5.34,5.18,1.37,0.93,782.96万,4110.61万,-19.65,0.8818,29.96亿,29.96亿
1410,300383,光环新网,12.60,0.72,-28.10,A股,0.090,12.73,12.37,2.74,0.76,4913.90万,6.16亿,252.05,1.9144,226.50亿,226.08亿
1411,300730,科创信息,14.55,7.06,-28.11,A股,0.960,14.80,13.69,6.42,1.23,1327.44万,1.91亿,-69.20,22.0666,35.09亿,30.08亿
1412,603922,ST金鸿顺,15.20,1.60,-28.18,A股,0.240,15.33,14.96,0.80,0.64,144.21万,2190.27万,77.85,2.9275,27.24亿,27.24亿
1413,603668,天马科技,10.60,0.00,-28.21,A股,0.000,10.71,10.40,0.76,0.69,382.86万,4033.27万,199.89,2.5281,53.61亿,53.61亿
1414,600828,茂业商业,4.56,-5.20,-28.35,A股,-0.250,4.92,4.47,3.35,0.94,5799.88万,2.66亿,-107.13,1.1742,78.98亿,78.95亿
1415,002277,友阿股份,6.72,5.49,-28.49,A股,0.350,6.74,6.35,1.98,0.96,2763.71万,1.81亿,55.25,1.4654,93.69亿,93.69亿
1416,300587,天铁科技,4.62,1.76,-28.50,A股,0.080,4.64,4.48,2.13,0.77,2240.01万,1.02亿,82.77,2.6769,59.98亿,48.63亿
1417,300659,中孚信息,10.75,1.22,-28.64,A股,0.130,10.88,10.49,1.97,0.84,373.68万,3995.65万,-8.80,2.3960,27.99亿,20.34亿
1418,002045,国光电器,8.75,-0.23,-28.78,A股,-0.020,8.93,8.62,1.84,0.75,1032.03万,9006.13万,-47.80,1.1643,49.22亿,49.15亿
1419,002585,双星新材,12.20,10.01,-28.97,A股,1.110,12.20,11.10,14.51,0.67,1.29亿,15.03亿,857.82,1.6773,139.24亿,108.18亿
1420,920030,德众汽车,5.03,-1.95,-29.07,A股,-0.100,5.19,5.00,1.01,0.87,113.53万,574.70万,121.44,2.0626,9.00亿,5.66亿
1421,002127,南极电商,2.79,-0.71,-29.11,A股,-0.020,2.83,2.76,1.18,0.73,2354.62万,6560.26万,52.47,1.8279,68.49亿,55.65亿
1422,300571,平治信息,43.00,1.08,-29.12,A股,0.460,43.68,41.50,9.79,0.75,1132.24万,4.83亿,307.25,4.8613,60.00亿,49.72亿
