序号,代码,名称,最新价(元) 2026.06.09,涨跌幅(%) 2026.06.09,市盈率(TTM)(倍) 2026.06.09,证券类型,涨跌额(元) 2026.06.09,最高价(元) 2026.06.09,最低价(元) 2026.06.09,换手率(%) 2026.06.09,量比 2026.06.09,成交量(股) 2026.06.09,成交额(元) 2026.06.09,市盈率(动)(倍) 2026.06.09,市净率(倍) 2026.06.09,总市值(元) 2026.06.09,流通市值(元) 2026.06.09
1423,301237,和顺科技,62.55,2.96,-29.15,A股,1.800,64.49,60.57,3.02,0.68,176.03万,1.10亿,1065.23,4.3499,50.04亿,36.44亿
1424,601010,ST文峰,1.68,-2.33,-29.16,A股,-0.040,1.73,1.67,1.80,0.61,3335.58万,5638.69万,16.98,0.7518,31.05亿,31.05亿
1425,300368,汇金股份,9.09,0.33,-29.18,A股,0.030,9.17,8.86,2.40,0.66,1267.96万,1.14亿,-129.41,99.7515,48.08亿,48.08亿
1426,002905,金逸影视,7.65,1.06,-29.21,A股,0.080,7.84,7.51,1.72,1.04,600.88万,4610.38万,-33.26,44.1351,28.79亿,26.73亿
1427,688590,新致软件,14.70,-2.07,-29.28,A股,-0.310,15.28,14.44,5.21,0.94,1465.57万,2.15亿,595.69,2.7732,41.38亿,41.38亿
1428,605178,时空科技,63.72,0.58,-29.29,A股,0.370,65.00,62.50,2.00,0.51,198.59万,1.26亿,-232.26,5.7191,63.13亿,63.13亿
1429,002180,奔图科技,15.23,-4.21,-29.34,A股,-0.670,15.98,15.12,1.35,0.76,1832.74万,2.81亿,83.88,2.3732,216.55亿,207.17亿
1430,603212,赛伍技术,16.56,-0.06,-29.41,A股,-0.010,16.57,15.81,8.43,0.89,3689.32万,5.99亿,-157.05,3.0304,72.45亿,72.45亿
1431,002227,*ST特迅,7.74,-0.90,-29.44,A股,-0.070,7.88,7.54,1.83,1.41,449.85万,3459.01万,-30.55,2.0820,19.18亿,19.04亿
1432,300134,大富科技,10.29,1.28,-29.53,A股,0.130,10.35,10.05,1.72,0.75,1323.62万,1.35亿,-37.22,2.1604,78.98亿,78.98亿
1433,300825,阿尔特,14.80,0.20,-29.57,A股,0.030,15.50,14.44,8.88,0.97,4300.66万,6.34亿,122.36,3.6046,73.24亿,71.70亿
1434,603777,来伊份,16.58,-1.01,-29.58,A股,-0.170,16.70,15.71,2.72,1.24,910.41万,1.48亿,-98.74,3.5579,55.45亿,55.45亿
1435,300853,申昊科技,37.57,7.07,-29.65,A股,2.480,38.81,34.88,9.45,1.08,928.93万,3.45亿,-42.61,10.7670,55.21亿,36.94亿
1436,603116,红蜻蜓,6.95,0.43,-29.65,A股,0.030,7.14,6.81,1.82,0.91,1047.90万,7235.25万,108.48,1.6655,40.05亿,40.05亿
1437,688119,中钢洛耐,4.39,1.15,-29.67,A股,0.050,4.41,4.30,0.73,0.77,819.76万,3571.56万,433.30,1.7530,49.39亿,49.39亿
1438,688207,格灵深瞳,20.93,20.01,-29.69,A股,3.490,20.93,17.47,18.58,4.29,4812.63万,9.35亿,-33.27,2.9720,54.20亿,54.20亿
1439,600055,万东医疗,11.78,-2.00,-29.70,A股,-0.240,12.12,11.75,0.63,0.73,445.77万,5284.76万,-129.94,1.8646,82.82亿,82.82亿
1440,300418,昆仑万维,39.59,2.41,-29.74,A股,0.930,39.80,38.25,3.14,0.75,3695.04万,14.50亿,-14.34,3.9701,508.75亿,465.31亿
1441,300213,佳讯飞鸿,7.07,0.71,-29.82,A股,0.050,7.16,6.99,1.40,0.71,771.94万,5450.86万,1344.10,2.0517,42.02亿,39.04亿
1442,300051,琏升科技,10.33,0.58,-29.86,A股,0.060,10.40,9.94,3.92,0.79,1441.36万,1.47亿,-46.21,40.2195,38.43亿,37.95亿
1443,688068,热景生物,79.58,0.39,-29.92,A股,0.310,81.30,77.82,1.90,0.88,176.18万,1.40亿,-27.11,3.0342,73.81亿,73.81亿
1444,300112,万讯自控,6.99,0.87,-30.00,A股,0.060,7.15,6.88,4.04,1.14,959.15万,6722.24万,-87.81,2.1689,20.13亿,16.61亿
1445,000430,张家界,7.89,-3.90,-30.11,A股,-0.320,8.43,7.75,5.56,1.03,2060.37万,1.63亿,5.22,3.5152,63.88亿,29.24亿
1446,920748,路桥信息,26.99,-3.16,-30.38,A股,-0.880,27.80,26.56,2.04,0.80,75.28万,2040.55万,-85.41,10.0037,20.71亿,9.94亿
1447,300329,海伦钢琴,12.13,-0.66,-30.46,A股,-0.080,12.40,12.06,0.95,0.75,239.46万,2910.56万,-37.20,5.0514,30.68亿,30.58亿
1448,301024,霍普股份,45.00,2.27,-30.53,A股,1.000,45.26,43.60,1.01,0.66,62.40万,2774.75万,-37.35,8.4649,28.61亿,27.70亿
1449,920263,中航泰达,8.20,-4.09,-30.59,A股,-0.350,8.64,8.16,1.07,0.71,110.18万,916.74万,-15.86,2.1492,11.58亿,8.41亿
1450,003032,*ST传智,6.37,-0.47,-30.65,A股,-0.030,6.48,6.34,1.24,0.64,352.78万,2259.14万,439.59,2.1907,25.64亿,18.12亿
1451,300370,安控科技,2.43,-2.02,-30.74,A股,-0.050,2.50,2.40,1.54,0.68,2400.70万,5847.75万,-36.60,8.8066,38.04亿,37.94亿
1452,603968,醋化股份,10.56,-0.94,-30.82,A股,-0.100,10.93,10.51,2.13,0.52,435.46万,4631.89万,-29.78,1.2334,21.59亿,21.59亿
1453,002872,ST天圣,5.12,0.00,-30.84,A股,0.000,5.19,5.07,1.12,0.75,241.63万,1234.73万,-41.60,0.8387,16.28亿,11.00亿
1454,301395,仁信新材,11.30,0.89,-30.97,A股,0.100,11.87,11.10,2.77,0.85,352.74万,3998.36万,-6.83,1.9031,27.44亿,14.39亿
1455,600429,三元股份,4.40,0.23,-31.02,A股,0.010,4.44,4.32,0.87,0.90,1304.85万,5713.94万,16.46,1.3685,66.09亿,65.89亿
1456,688299,长阳科技,15.83,3.94,-31.03,A股,0.600,15.99,15.06,2.97,0.93,854.84万,1.33亿,102.06,2.3200,45.49亿,45.49亿
1457,002535,林州重机,2.53,0.40,-31.04,A股,0.010,2.58,2.47,3.04,0.65,2268.53万,5733.43万,96.27,3.4081,20.28亿,18.88亿
1458,002218,拓日新能,4.39,1.86,-31.15,A股,0.080,4.41,4.22,3.10,0.79,4303.97万,1.87亿,-38.35,1.5731,61.82亿,60.92亿
1459,300126,锐奇股份,6.61,-0.75,-31.16,A股,-0.050,6.85,6.50,2.26,0.82,475.15万,3164.15万,-27.26,2.0193,20.09亿,13.92亿
1460,000697,炼石航空,10.35,-3.36,-31.21,A股,-0.360,10.85,10.28,2.44,0.98,1591.70万,1.66亿,2962.75,4.2877,144.50亿,67.60亿
1461,600266,城建发展,4.40,-1.35,-31.24,A股,-0.060,4.51,4.33,1.61,0.66,3342.95万,1.46亿,13.92,0.4997,91.33亿,91.33亿
1462,002439,启明星辰,13.58,1.49,-31.32,A股,0.200,13.63,13.29,2.19,0.74,1598.10万,2.16亿,84.43,1.5105,164.51亿,98.94亿
1463,600107,*ST尔雅,6.71,3.07,-31.34,A股,0.200,6.71,6.49,0.86,0.81,311.01万,2060.42万,161.61,5.9583,24.16亿,24.16亿
1464,002986,宇新股份,11.07,-1.69,-31.42,A股,-0.190,11.50,11.01,2.23,1.14,671.81万,7493.17万,-17.62,1.1082,42.08亿,33.41亿
1465,000571,新大洲A,5.73,9.98,-31.44,A股,0.520,5.73,5.16,4.03,1.43,3283.84万,1.83亿,-36.39,318.8811,48.08亿,46.64亿
1466,002989,中天精装,27.85,0.29,-31.44,A股,0.080,28.58,27.10,2.89,0.70,529.19万,1.47亿,-156.62,4.0289,56.15亿,51.06亿
1467,688382,益方生物-U,16.52,-0.18,-31.52,A股,-0.030,17.13,16.01,1.93,0.92,1116.61万,1.85亿,-53.95,6.3781,95.75亿,95.75亿
1468,603517,ST绝味,12.48,-0.08,-31.56,A股,-0.010,12.89,12.20,1.32,0.79,801.58万,1.00亿,26.50,1.2575,75.63亿,75.63亿
1469,000599,青岛双星,4.94,-0.80,-31.64,A股,-0.040,5.07,4.83,2.30,0.91,1881.49万,9195.81万,66.27,1.0978,112.10亿,40.35亿
1470,603843,*ST正平,8.26,-2.02,-31.69,A股,-0.170,8.85,8.17,3.34,1.45,2335.10万,2.01亿,-55.32,224.3307,57.79亿,57.79亿
1471,920130,立方控股,17.25,-0.52,-31.71,A股,-0.090,17.64,17.08,1.67,0.68,95.69万,1652.79万,-49.44,3.4097,15.91亿,9.88亿
1472,600538,国发股份,5.98,-0.50,-31.88,A股,-0.030,6.05,5.81,1.83,0.60,960.38万,5669.52万,-103.80,4.6083,31.35亿,31.35亿
1473,688303,大全能源,20.43,-2.16,-31.94,A股,-0.450,21.20,20.11,1.13,0.66,2429.84万,4.97亿,-13.68,1.1483,438.27亿,438.27亿
1474,002631,德尔未来,8.14,1.24,-32.06,A股,0.100,8.18,7.88,6.70,1.49,5315.45万,4.28亿,-115.52,3.2078,64.90亿,64.60亿
1475,688178,万德斯,37.38,-0.08,-32.09,A股,-0.030,38.11,36.20,2.44,0.60,207.01万,7662.96万,69.92,3.4212,31.77亿,31.77亿
1476,000782,恒申新材,7.48,3.60,-32.10,A股,0.260,7.66,7.22,4.85,1.33,2560.96万,1.91亿,-239.07,3.1763,51.36亿,39.50亿
1477,300087,荃银高科,6.88,-1.99,-32.19,A股,-0.140,7.08,6.85,1.20,0.75,1079.33万,7453.44万,143.12,3.8403,65.18亿,62.08亿
1478,002105,信隆健康,5.62,-0.18,-32.21,A股,-0.010,5.76,5.51,1.75,0.81,636.12万,3581.32万,-264.71,2.5771,20.58亿,20.48亿
1479,002092,中泰化学,4.25,-2.52,-32.23,A股,-0.110,4.39,4.17,2.24,1.03,5756.70万,2.44亿,-19.30,0.5147,110.08亿,109.46亿
1480,688272,富吉瑞,36.13,4.33,-32.27,A股,1.500,38.28,35.22,4.56,1.80,346.91万,1.27亿,-51.06,6.8896,27.46亿,27.46亿
1481,002828,贝肯能源,9.04,-4.34,-32.35,A股,-0.410,9.44,8.92,6.21,1.20,1247.79万,1.13亿,-6.20,2.7776,18.17亿,18.17亿
1482,600734,*ST实达,2.09,0.97,-32.37,A股,0.020,2.12,2.05,2.02,0.62,4394.74万,9163.90万,-95.23,19.8642,45.53亿,45.52亿
1483,300639,凯普生物,5.35,1.90,-32.50,A股,0.100,5.37,5.19,1.46,0.82,928.14万,4929.25万,-309.20,0.9087,34.59亿,33.98亿
1484,603879,永悦科技,4.85,1.04,-32.52,A股,0.050,4.93,4.72,2.31,0.93,831.87万,4021.97万,-69.44,7.5213,17.43亿,17.43亿
1485,603838,*ST四通,8.60,1.18,-32.59,A股,0.100,8.66,8.41,0.19,0.53,61.74万,527.65万,-57.59,3.1322,27.52亿,27.52亿
1486,300053,航宇微,16.93,-0.18,-32.67,A股,-0.030,16.96,16.33,4.31,0.90,2807.51万,4.68亿,-157.63,8.3424,117.98亿,110.18亿
1487,002951,金时科技,18.08,-9.96,-32.67,A股,-2.000,19.50,18.07,9.23,1.51,3700.52万,6.85亿,-157.61,4.8231,73.22亿,72.52亿
1488,600675,中华企业,2.35,-2.49,-32.75,A股,-0.060,2.41,2.33,0.41,0.85,2495.36万,5865.31万,-38.33,0.9900,142.08亿,142.08亿
1489,000820,*ST节能,3.21,-1.83,-32.78,A股,-0.060,3.34,3.16,2.13,0.57,632.16万,2037.90万,-518.11,24.1312,20.75亿,9.53亿
1490,300935,盈建科,35.60,0.06,-32.83,A股,0.020,38.20,35.37,5.80,1.70,349.59万,1.27亿,-27.89,3.8470,28.28亿,21.45亿
1491,002501,*ST利源,1.58,-2.47,-32.93,A股,-0.040,1.66,1.57,1.35,0.72,4795.90万,7627.95万,-108.70,34.9652,56.09亿,56.03亿
1492,300565,科信技术,12.06,0.17,-32.94,A股,0.020,12.29,11.93,5.80,0.72,1323.92万,1.60亿,-49.64,5.7753,30.11亿,27.52亿
1493,688327,云从科技-UW,14.11,4.21,-33.00,A股,0.570,14.33,13.28,6.50,1.34,5423.73万,7.50亿,-281.84,19.2600,146.74亿,117.80亿
1494,300912,凯龙高科,26.25,-0.94,-33.01,A股,-0.250,27.21,26.00,5.83,1.05,500.83万,1.33亿,73.90,6.6770,29.89亿,22.57亿
1495,300648,星云股份,44.00,1.78,-33.05,A股,0.770,44.94,43.32,1.54,0.75,203.74万,8951.38万,-119.51,6.6084,76.68亿,58.38亿
1496,300056,中创环保,9.41,-5.05,-33.22,A股,-0.500,10.05,9.30,6.64,1.43,2557.23万,2.43亿,-67.87,50.6161,36.27亿,36.25亿
1497,600439,瑞贝卡,2.48,-3.50,-33.25,A股,-0.090,2.61,2.42,5.50,0.80,6221.95万,1.54亿,183.10,1.1149,28.07亿,28.07亿
1498,603903,中持股份,11.95,-0.17,-33.29,A股,-0.020,12.42,11.84,2.97,0.81,759.48万,9183.50万,44.23,2.1349,30.51亿,30.51亿
1499,300891,惠云钛业,6.70,1.21,-33.31,A股,0.080,6.79,6.55,2.05,1.05,685.19万,4570.10万,-88.09,2.2189,26.80亿,22.34亿
1500,300135,宝利国际,3.37,-0.88,-33.43,A股,-0.030,3.42,3.32,1.50,0.77,1377.96万,4636.45万,88.13,3.5873,31.06亿,31.06亿
1501,002306,*ST云网,2.17,1.88,-33.55,A股,0.040,2.17,2.10,0.89,0.52,727.26万,1551.54万,-64.54,27.2143,18.87亿,17.64亿
1502,301311,昆船智能,14.60,1.25,-33.56,A股,0.180,14.62,14.32,0.67,0.63,160.02万,2317.82万,-34.50,2.0444,35.04亿,35.04亿
1503,300904,威力传动,46.95,1.34,-33.60,A股,0.620,48.41,45.88,4.34,0.74,94.65万,4440.46万,-34.11,5.8163,33.98亿,10.24亿
1504,688602,康鹏科技,6.95,2.21,-33.60,A股,0.150,6.99,6.68,2.47,0.78,639.97万,4384.30万,-71.70,1.3300,36.10亿,18.04亿
1505,000793,*ST华闻,2.59,0.00,-33.65,A股,0.000,2.66,2.58,0.62,0.50,1223.63万,3188.38万,-46.25,168.9709,51.73亿,50.79亿
1506,600697,欧亚集团,10.96,-1.17,-33.78,A股,-0.130,11.16,10.72,2.30,0.81,357.73万,3911.30万,121.22,0.7797,17.44亿,17.03亿
1507,920857,泓禧科技,19.30,5.35,-33.80,A股,0.980,19.90,18.35,4.77,0.89,352.99万,6757.55万,-19.49,4.1903,14.28亿,14.28亿
1508,300071,福石控股,4.02,0.50,-34.12,A股,0.020,4.08,3.91,3.00,0.66,2837.72万,1.13亿,-1464.37,24.0715,38.75亿,38.00亿
1509,300572,安车检测,26.75,3.28,-34.18,A股,0.850,26.94,25.83,2.26,0.89,409.97万,1.09亿,-295.76,3.8067,61.25亿,48.49亿
1510,300287,飞利信,3.76,2.17,-34.24,A股,0.080,3.79,3.67,1.71,0.88,2250.90万,8416.82万,-47.18,5.4479,53.97亿,49.57亿
1511,300929,华骐环保,11.50,0.44,-34.24,A股,0.050,11.65,11.22,3.22,1.10,404.00万,4607.99万,-125.84,1.9796,15.20亿,14.42亿
1512,603779,威龙股份,8.25,-0.12,-34.56,A股,-0.010,8.38,8.08,7.39,0.69,2454.94万,2.01亿,-91.33,5.5922,27.40亿,27.40亿
1513,002136,安 纳 达,12.05,0.67,-34.59,A股,0.080,12.13,11.73,2.87,0.91,615.02万,7327.68万,87.38,2.3790,25.91亿,25.84亿
1514,000070,特发信息,19.53,5.80,-34.61,A股,1.070,19.83,18.41,12.07,0.98,1.03亿,19.77亿,-444.67,16.9496,169.60亿,167.32亿
1515,000695,滨海能源,13.27,1.07,-34.62,A股,0.140,13.38,12.86,3.09,0.49,684.46万,9015.93万,-68.58,10.2838,30.75亿,29.43亿
1516,002383,合众思壮,7.53,0.94,-34.74,A股,0.070,7.58,7.41,1.17,0.69,863.75万,6482.57万,3292.94,3.7136,55.75亿,55.75亿
1517,301268,铭利达,16.14,-0.68,-34.76,A股,-0.110,16.65,16.00,1.99,1.00,686.39万,1.12亿,293.41,4.3279,64.62亿,55.63亿
1518,301040,中环海陆,29.16,-2.67,-34.94,A股,-0.800,30.50,29.10,2.78,0.70,262.32万,7760.55万,-28.19,4.1610,29.16亿,27.52亿
1519,002902,铭普光磁,33.29,3.35,-34.98,A股,1.080,33.64,32.35,11.74,0.85,2085.03万,6.87亿,-85.56,12.8922,78.23亿,59.13亿
1520,000516,国际医学,3.99,-0.50,-35.02,A股,-0.020,4.04,3.94,0.78,1.06,1705.30万,6794.19万,-46.20,2.7320,89.33亿,87.55亿
1521,688137,近岸蛋白,38.25,0.66,-35.05,A股,0.250,38.63,37.70,0.56,0.58,39.43万,1503.56万,-63.28,1.3281,26.84亿,26.84亿
1522,000863,三湘印象,4.59,-0.65,-35.09,A股,-0.030,4.74,4.51,1.48,0.78,1721.01万,7869.93万,-266.85,1.2451,54.19亿,53.39亿
1523,688620,安凯微,12.35,4.22,-35.11,A股,0.500,12.59,11.87,6.76,1.22,1569.72万,1.91亿,-61.66,3.7988,48.41亿,28.69亿
1524,300947,德必集团,14.45,0.21,-35.34,A股,0.030,14.58,14.11,1.62,0.67,245.07万,3526.18万,-285.51,1.8514,21.84亿,21.83亿
1525,600418,江淮汽车,32.75,-2.44,-35.40,A股,-0.820,33.95,32.14,2.71,0.84,5916.67万,19.38亿,-30.46,5.8665,738.24亿,715.26亿
1526,600688,上海石化,3.15,-3.96,-35.80,A股,-0.130,3.32,3.06,3.93,0.93,2.88亿,9.04亿,20.00,1.4110,332.09亿,230.86亿
1527,002737,葵花药业,12.55,-1.49,-35.81,A股,-0.190,12.83,12.43,0.79,1.10,460.56万,5786.81万,16.61,1.8562,73.29亿,73.29亿
1528,002492,恒基达鑫,5.85,0.52,-36.15,A股,0.030,5.95,5.76,1.69,0.68,673.82万,3954.84万,30.18,1.4597,23.69亿,23.27亿
1529,000068,华控赛格,3.79,-3.32,-36.23,A股,-0.130,4.22,3.67,13.30,3.10,1.34亿,5.21亿,-52.51,6.5178,38.15亿,38.15亿
1530,002829,星网宇达,21.63,1.45,-36.24,A股,0.310,22.03,21.14,4.49,0.75,656.21万,1.42亿,-42.35,2.9031,44.95亿,31.59亿
1531,300359,全通教育,4.04,1.25,-36.27,A股,0.050,4.10,3.94,1.70,1.02,1078.10万,4346.50万,-31.47,4.9912,25.59亿,25.59亿
1532,301089,拓新药业,22.03,1.10,-36.39,A股,0.240,22.20,21.49,1.53,0.79,138.08万,3023.27万,-66.31,1.8901,27.88亿,19.93亿
1533,000980,众泰汽车,2.50,2.88,-36.41,A股,0.070,2.52,2.38,2.72,1.08,1.37亿,3.38亿,-38.43,385.5187,126.06亿,126.06亿
1534,920267,鑫汇科,16.72,-0.42,-36.51,A股,-0.070,17.19,16.46,2.82,1.37,83.65万,1406.44万,-58.64,3.4653,8.36亿,4.96亿
1535,003029,吉大正元,18.34,1.61,-36.57,A股,0.290,18.48,17.93,1.13,0.81,199.22万,3636.73万,-66.11,3.4667,35.51亿,32.30亿
1536,301193,家联科技,22.68,-2.24,-36.58,A股,-0.520,23.70,22.16,4.16,0.76,754.24万,1.71亿,-13.68,2.6257,53.96亿,41.10亿
1537,603177,德创环保,9.53,-0.73,-36.75,A股,-0.070,9.79,9.39,1.37,0.70,279.98万,2667.82万,-42.05,6.0261,19.46亿,19.46亿
1538,605399,晨光新材,12.86,5.15,-36.78,A股,0.630,13.23,12.08,2.34,1.01,728.63万,9298.27万,-51.87,1.9498,40.15亿,40.06亿
1539,300656,民德电子,34.88,19.99,-36.95,A股,5.810,34.88,28.92,7.84,1.60,1042.22万,3.38亿,-56.80,6.9439,59.69亿,46.35亿
1540,920414,欧普泰,10.42,-2.80,-36.95,A股,-0.300,10.88,10.24,4.69,1.04,263.14万,2757.98万,-23.18,3.0966,8.31亿,5.84亿
1541,002347,泰尔股份,6.88,0.00,-37.20,A股,0.000,6.99,6.74,2.97,0.70,1466.97万,1.00亿,-113.70,3.1451,34.72亿,33.94亿
1542,002176,江特电机,11.05,3.95,-37.27,A股,0.420,11.08,10.50,4.81,1.11,8189.58万,8.83亿,-26.24,6.3782,188.55亿,188.27亿
1543,600501,航天晨光,18.00,0.84,-37.49,A股,0.150,18.03,17.52,1.17,0.79,500.72万,8917.11万,-31.07,5.2680,77.01亿,77.01亿
1544,002995,天地在线,23.54,10.00,-37.63,A股,2.140,23.54,21.11,10.68,0.37,1200.61万,2.72亿,-3067.89,5.2065,41.77亿,26.46亿
1545,002214,*ST大立,14.29,-0.07,-37.68,A股,-0.010,14.47,14.08,0.72,0.29,346.68万,4926.45万,-31.32,6.8023,85.55亿,68.37亿
1546,688277,天智航-U,17.86,6.50,-37.70,A股,1.090,17.90,16.60,2.47,1.59,1128.10万,1.94亿,-43.83,7.0401,81.44亿,81.44亿
1547,300981,中红医疗,11.13,0.27,-37.77,A股,0.030,11.28,10.95,0.89,0.63,350.05万,3886.35万,242.04,0.9344,47.73亿,43.74亿
1548,600794,保税科技,3.14,-0.63,-37.92,A股,-0.020,3.17,3.11,0.63,0.75,750.13万,2354.39万,40.68,1.5220,37.68亿,37.68亿
1549,600151,航天机电,11.95,-1.16,-38.04,A股,-0.140,12.25,11.65,2.54,0.71,3640.69万,4.31亿,-256.84,3.8904,171.39亿,171.39亿
1550,300405,科隆股份,5.97,-0.33,-38.14,A股,-0.020,6.12,5.89,5.73,1.20,1253.64万,7508.64万,347.10,4.3594,16.98亿,13.06亿
1551,300462,ST华铭,11.63,0.35,-38.18,A股,0.040,11.88,11.46,0.97,0.83,133.28万,1549.77万,-29.50,1.5212,21.08亿,16.05亿
1552,600847,万里股份,14.61,0.62,-38.39,A股,0.090,14.88,14.27,1.85,0.58,284.27万,4137.43万,-38.87,4.6735,22.40亿,22.40亿
1553,300589,江龙船艇,12.78,-0.23,-38.45,A股,-0.030,12.98,12.65,3.59,0.90,840.52万,1.07亿,376.95,6.9465,48.27亿,29.96亿
1554,300006,莱美药业,4.96,-0.60,-38.53,A股,-0.030,5.09,4.92,1.73,0.71,1824.23万,9078.51万,-87.21,3.0084,52.37亿,52.37亿
1555,688229,博睿数据,86.30,-0.58,-38.60,A股,-0.500,88.89,84.30,5.32,0.79,236.31万,2.03亿,-82.31,10.4807,38.32亿,38.32亿
1556,002512,ST达华,4.46,3.24,-38.80,A股,0.140,4.53,4.34,3.67,1.03,4021.53万,1.79亿,33.74,15.1132,49.17亿,48.81亿
1557,301325,曼恩斯特,42.19,3.15,-38.81,A股,1.290,42.84,40.68,2.22,0.71,318.86万,1.33亿,-37.05,2.2943,60.71亿,60.71亿
1558,002868,绿康生化,26.00,-1.96,-38.95,A股,-0.520,26.92,25.70,1.77,0.75,189.10万,4942.99万,165.36,58.1276,40.41亿,27.82亿
1559,920402,硅烷科技,12.49,13.55,-38.99,A股,1.490,13.33,11.20,11.15,1.87,3042.95万,3.72亿,-37.45,3.4977,52.72亿,34.08亿
1560,688408,中信博,30.13,1.11,-39.11,A股,0.330,30.48,29.61,1.61,0.71,352.76万,1.06亿,-34.03,1.6276,66.00亿,66.00亿
1561,600810,神马股份,6.30,5.88,-39.34,A股,0.350,6.44,5.81,4.02,2.51,4340.20万,2.66亿,-54.83,0.9631,68.71亿,68.09亿
1562,002187,广百股份,5.31,-1.85,-39.42,A股,-0.100,5.45,5.26,2.39,0.83,1675.28万,8923.05万,38.54,0.9299,37.22亿,37.22亿
1563,300552,万集科技,28.87,2.85,-39.47,A股,0.800,28.90,27.69,7.01,1.27,946.98万,2.69亿,-59.02,3.5445,61.53亿,39.00亿
1564,300842,帝科股份,80.63,4.43,-39.50,A股,3.420,80.87,77.02,4.36,0.82,563.54万,4.47亿,201.93,7.3009,117.14亿,104.11亿
1565,002809,红墙股份,8.60,0.58,-39.51,A股,0.050,8.72,8.40,4.16,0.93,706.92万,6054.74万,-46.17,1.1352,20.66亿,14.62亿
1566,920809,安达科技,8.38,2.95,-39.53,A股,0.240,8.45,8.09,3.93,0.99,1808.25万,1.50亿,19.28,3.0739,50.20亿,38.55亿
1567,603569,长久物流,5.95,2.23,-39.72,A股,0.130,5.97,5.75,0.86,1.08,516.02万,3029.98万,944.74,1.4670,35.91亿,35.91亿
1568,002520,日发精机,6.74,5.31,-39.91,A股,0.340,7.04,6.42,13.35,1.87,9575.76万,6.43亿,37.38,17.0818,50.57亿,48.36亿
1569,300449,汉邦高科,8.05,4.01,-40.04,A股,0.310,8.08,7.62,5.83,1.05,2250.50万,1.78亿,-104.78,11.1689,31.08亿,31.08亿
1570,002848,高斯贝尔,14.16,-0.14,-40.12,A股,-0.020,14.37,13.50,7.67,1.15,1265.72万,1.77亿,101.90,28.3294,23.67亿,23.35亿
1571,301112,信邦智能,31.55,-1.19,-40.36,A股,-0.380,32.82,31.14,1.49,0.88,164.80万,5219.84万,493.83,3.1237,34.79亿,34.79亿
1572,300318,博晖创新,4.71,0.21,-40.44,A股,0.010,4.79,4.65,0.65,0.86,516.64万,2437.38万,-132.03,3.0082,38.48亿,37.32亿
1573,300966,共同药业,25.01,-0.91,-40.47,A股,-0.230,25.50,24.53,2.33,0.68,178.51万,4460.15万,225.35,3.9330,28.83亿,19.17亿
1574,301085,亚康股份,63.63,1.89,-40.66,A股,1.180,63.80,61.78,3.60,0.64,212.37万,1.34亿,58.18,5.7796,55.22亿,37.49亿
1575,600513,联环药业,16.44,0.43,-40.82,A股,0.070,16.68,16.13,2.63,0.83,750.56万,1.23亿,182.61,3.6698,46.93亿,46.93亿
1576,002174,游族网络,11.21,4.28,-40.94,A股,0.460,11.38,10.69,3.92,1.26,3840.05万,4.26亿,26.47,2.4204,109.84亿,109.77亿
1577,300876,蒙泰高新,16.00,-4.36,-40.95,A股,-0.730,16.99,15.82,5.21,1.16,591.15万,9563.90万,-71.19,2.3884,24.33亿,18.14亿
1578,300152,*ST动力,1.85,-2.63,-41.04,A股,-0.050,1.90,1.81,4.31,0.81,3070.77万,5684.63万,-97.27,6.2400,13.19亿,13.19亿
1579,600597,光明乳业,6.66,-1.33,-41.06,A股,-0.090,6.74,6.65,0.48,0.94,663.83万,4435.04万,34.44,0.9988,91.81亿,91.81亿
1580,000626,远大控股,7.17,-3.24,-41.21,A股,-0.240,7.54,7.07,3.59,0.86,1808.04万,1.30亿,15.56,1.6542,36.33亿,36.12亿
1581,603908,牧高笛,19.69,-0.40,-41.29,A股,-0.080,20.19,19.44,1.34,0.81,124.40万,2456.22万,22.39,3.7747,18.34亿,18.34亿
1582,002121,科陆电子,6.59,1.54,-41.45,A股,0.100,6.62,6.40,1.94,0.50,2720.44万,1.77亿,-67.76,30.8518,109.45亿,92.25亿
1583,600855,航天长峰,14.71,-0.47,-41.52,A股,-0.070,14.88,14.48,1.95,0.72,912.61万,1.34亿,-46.23,4.9294,68.92亿,68.79亿
1584,300667,必创科技,19.56,6.25,-41.52,A股,1.150,19.66,18.23,8.41,0.90,1452.49万,2.78亿,-843.67,3.8731,40.03亿,33.77亿
1585,600997,开滦股份,5.47,-5.03,-41.57,A股,-0.290,5.73,5.44,0.83,0.69,1309.96万,7257.22万,-19.87,0.6430,86.85亿,86.85亿
1586,300609,汇纳科技,35.14,2.24,-41.77,A股,0.770,35.45,34.00,1.83,0.60,219.23万,7653.74万,-52.18,4.5997,42.21亿,42.14亿
1587,300844,山水比德,26.93,-1.72,-41.81,A股,-0.470,28.16,25.90,4.00,1.39,359.34万,9557.14万,-16.03,3.2809,25.10亿,24.20亿
1588,002861,瀛通通讯,17.95,1.87,-41.84,A股,0.330,18.05,17.10,3.19,0.71,478.41万,8497.97万,-30.87,3.2369,33.44亿,26.96亿
1589,688262,国芯科技,33.40,1.71,-41.87,A股,0.560,33.60,32.28,3.60,0.90,1210.32万,4.00亿,-57.65,5.8231,112.22亿,112.22亿
